Cycle,Time (real),Time (simulation),Agent,Distance Traveled,Num Intersections
0,2021-11-02 19:56:38,0.0,bike0,48.65000000000001,1
1,2021-11-02 19:56:39,35.0,bike0,48.65000000000001,0
2,2021-11-02 19:56:39,70.0,bike0,48.649999999999984,1
3,2021-11-02 19:56:40,105.0,bike0,48.64999999999996,0
4,2021-11-02 19:56:41,140.0,bike0,48.65000000000002,1
5,2021-11-02 19:56:41,175.0,bike0,48.649999999999984,0
6,2021-11-02 19:56:42,210.0,bike0,48.650000000000006,1
7,2021-11-02 19:56:42,245.0,bike0,48.65000000000001,1
8,2021-11-02 19:56:43,280.0,bike0,48.65000000000001,0
9,2021-11-02 19:56:43,315.0,bike0,48.65000000000001,1
10,2021-11-02 19:56:44,350.0,bike0,48.64999999999998,1
11,2021-11-02 19:56:45,385.0,bike0,48.650000000000034,1
12,2021-11-02 19:56:45,420.0,bike0,48.65000000000004,0
13,2021-11-02 19:56:46,455.0,bike0,48.650000000000055,0
14,2021-11-02 19:56:46,490.0,bike0,48.650000000000055,0
15,2021-11-02 19:56:47,525.0,bike0,48.65000000000007,1
16,2021-11-02 19:56:48,560.0,bike0,48.65000000000004,0
17,2021-11-02 19:56:48,595.0,bike0,48.650000000000055,0
18,2021-11-02 19:56:49,630.0,bike0,48.650000000000055,0
19,2021-11-02 19:56:49,665.0,bike0,48.64999999999998,1
20,2021-11-02 19:56:50,700.0,bike0,48.65000000000004,1
21,2021-11-02 19:56:51,735.0,bike0,48.65000000000004,0
22,2021-11-02 19:56:51,770.0,bike0,48.650000000000084,1
23,2021-11-02 19:56:52,805.0,bike0,48.65000000000005,2
24,2021-11-02 19:56:52,840.0,bike0,48.65000000000005,0
25,2021-11-02 19:56:53,875.0,bike0,48.650000000000055,1
26,2021-11-02 19:56:54,910.0,bike0,48.65000000000005,0
27,2021-11-02 19:56:54,945.0,bike0,48.64999999999999,1
28,2021-11-02 19:56:55,980.0,bike0,48.650000000000006,1
29,2021-11-02 19:56:56,1015.0,bike0,48.65000000000006,1
30,2021-11-02 19:56:56,1050.0,bike0,48.65000000000007,1
31,2021-11-02 19:56:57,1085.0,bike0,48.65000000000007,1
32,2021-11-02 19:56:58,1120.0,bike0,48.65000000000007,0
33,2021-11-02 19:56:58,1155.0,bike0,48.65000000000006,1
34,2021-11-02 19:56:59,1190.0,bike0,48.65000000000007,1
35,2021-11-02 19:56:59,1225.0,bike0,48.64999999999999,1
36,2021-11-02 19:57:00,1260.0,bike0,48.650000000000034,2
37,2021-11-02 19:57:01,1295.0,bike0,48.649999999999935,1
38,2021-11-02 19:57:01,1330.0,bike0,48.65000000000003,0
39,2021-11-02 19:57:02,1365.0,bike0,48.650000000000034,1
